drug_a_name,drug_a_rxcui,drug_b_name,drug_b_rxcui,interaction_text,severity,sources,drug_a,drug_b,description,mechanism
Amlopres-AT Tablet,735456,Actiblok IPR 25 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Actiblok IPR 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Betaloc 25mg Tablet,151435,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Betaloc 25mg Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Betaloc 50mg Tablet,151435,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Betaloc 50mg Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Betabest XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Betabest XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Betaone-XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Betaone-XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Betaloc 100mg Tablet,151435,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Betaloc 100mg Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Embeta XR 25 Tablet,863853,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Embeta XR 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Embeta XR 50 Tablet,863853,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Embeta XR 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Embeta XR 12.5 Tablet,863853,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Embeta XR 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Embeta 25 Tablet,859959,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Embeta 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Embeta-R 2.5 Tablet,71852,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Embeta-R 2.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Embeta 50 Tablet,863853,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Embeta 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Embeta-R 5 Tablet ER,105865,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Embeta-R 5 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Embeta XR 100 Tablet,863847,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Embeta XR 100 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Evimeto 50 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Evimeto 50 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Evimeto 25 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Evimeto 25 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Gudpres-XL 50 Capsule,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Gudpres-XL 50 Capsule,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Gudpres-XL 25 Capsule,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Gudpres-XL 25 Capsule,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Hopace-MT 50 Tablet ER,27553,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Hopace-MT 50 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Kimet XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Kimet XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Kimet XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Kimet XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Kimet XL 12.5 Tablet,205643,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Kimet XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Met XL 25 Tablet,6837,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Met XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Met XL 50 Tablet,6837,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Met XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metolar XR 25 Capsule,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metolar XR 25 Capsule,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metolar XR 50 Capsule,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metolar XR 50 Capsule,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metpure -XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metpure -XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metocard XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metocard XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metolar 25 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metolar 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metocard XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metocard XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metpure -XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metpure -XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metolar 50 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metolar 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metapro -XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metapro -XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metapro-XL 50 Tablet,979315,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metapro-XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metolar XR 12.5 Capsule,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metolar XR 12.5 Capsule,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metzok 25 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metzok 25 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Met XL 12.5 Tablet,6837,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Met XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metpure -XL 12.5 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metpure -XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metzok 50 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metzok 50 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Met XL R 25mg/2.5mg Tablet,192585,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Met XL R 25mg/2.5mg Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metocard XL 12.5 Tablet,205643,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metocard XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metolar 1mg Injection,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metolar 1mg Injection,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Mprol 25mg Tablet,1092541,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Mprol 25mg Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metocard XL 75 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metocard XL 75 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metopole 25 XL Tablet,863583,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metopole 25 XL Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metoder 50mg Tablet XL,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metoder 50mg Tablet XL,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metol XL 50 tablet,427727,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metol XL 50 tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metomac 50 Tablet ER,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metomac 50 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metpure H Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metpure H Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metolar XR 100 Capsule,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metolar XR 100 Capsule,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Met XL H 50 Tablet,6837,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Met XL H 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metzok 12.5 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metzok 12.5 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Myoprol XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Myoprol XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metapro 25 Tablet,7688,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metapro 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metonce 25mg Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metonce 25mg Tablet PR,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metpure-H 50 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metpure-H 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metromax-XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metromax-XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metozaar XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metozaar XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metcy 50 Tablet SR,2105132,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metcy 50 Tablet SR,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metwon XR 50 Tablet,540947,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metwon XR 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metspot XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metspot XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metozox 25mg Tablet ER,863583,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metozox 25mg Tablet ER,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metolar 100 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metolar 100 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metzok 100 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metzok 100 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metfirst XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metfirst XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metspot XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metspot XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Mymeto XL 12.5 Tablet,205643,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Mymeto XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metosan XR 50 Tablet,155046,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metosan XR 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Metwell 50mg Tablet XL,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Metwell 50mg Tablet XL,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Ozolol 50mg Tablet XL,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Ozolol 50mg Tablet XL,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Prolomet XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Prolomet XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Prolomet XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Prolomet XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Prolomet R 25 Tablet ER,105865,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Prolomet R 25 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Prolomet XL 12.5 Tablet,205643,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Prolomet XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Prolomet R 50 Tablet ER,105865,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Prolomet R 50 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Prolomet XL 100 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Prolomet XL 100 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Protol  -XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Protol  -XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Protol-XL 25 Tablet,601840,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Protol-XL 25 Tablet,Complementary blood pressure control,synergistic_effect
